"","species","genus","family","order","class"
"1379","Cynoscion virescens","Cynoscion","Sciaenidae","Perciformes","Actinopterygii"
"1380","Genyonemus lineatus","Genyonemus","Sciaenidae","Perciformes","Actinopterygii"
"1381","Isopisthus parvipinnis","Isopisthus","Sciaenidae","Perciformes","Actinopterygii"
"1382","Isopisthus remifer","Isopisthus","Sciaenidae","Perciformes","Actinopterygii"
"1383","Johnius belangerii","Johnius","Sciaenidae","Perciformes","Actinopterygii"
"1384","Larimichthys crocea","Larimichthys","Sciaenidae","Perciformes","Actinopterygii"
"1385","Larimichthys polyactis","Larimichthys","Sciaenidae","Perciformes","Actinopterygii"
"1386","Larimus acclivis","Larimus","Sciaenidae","Perciformes","Actinopterygii"
"1387","Larimus breviceps","Larimus","Sciaenidae","Perciformes","Actinopterygii"
"1388","Larimus fasciatus","Larimus","Sciaenidae","Perciformes","Actinopterygii"
"1389","Larimus pacificus","Larimus","Sciaenidae","Perciformes","Actinopterygii"
"1390","Leiostomus xanthurus","Leiostomus","Sciaenidae","Perciformes","Actinopterygii"
"1391","Macrodon ancylodon","Macrodon","Sciaenidae","Perciformes","Actinopterygii"
"1392","Menticirrhus americanus","Menticirrhus","Sciaenidae","Perciformes","Actinopterygii"
"1393","Menticirrhus littoralis","Menticirrhus","Sciaenidae","Perciformes","Actinopterygii"
"1394","Menticirrhus saxatilis","Menticirrhus","Sciaenidae","Perciformes","Actinopterygii"
"1395","Micropogonias altipinnis","Micropogonias","Sciaenidae","Perciformes","Actinopterygii"
"1396","Micropogonias furnieri","Micropogonias","Sciaenidae","Perciformes","Actinopterygii"
"1397","Micropogonias undulatus","Micropogonias","Sciaenidae","Perciformes","Actinopterygii"
"1398","Miichthys miiuy","Miichthys","Sciaenidae","Perciformes","Actinopterygii"
"1399","Nebris microps","Nebris","Sciaenidae","Perciformes","Actinopterygii"
"1400","Nibea albiflora","Nibea","Sciaenidae","Perciformes","Actinopterygii"
"1401","Nibea mitsukurii","Nibea","Sciaenidae","Perciformes","Actinopterygii"
"1402","Otolithes ruber","Otolithes","Sciaenidae","Perciformes","Actinopterygii"
"1403","Otolithoides biauritus","Otolithoides","Sciaenidae","Perciformes","Actinopterygii"
"1404","Paralonchurus brasiliensis","Paralonchurus","Sciaenidae","Perciformes","Actinopterygii"
"1405","Paralonchurus dumerilii","Paralonchurus","Sciaenidae","Perciformes","Actinopterygii"
"1406","Paralonchurus peruanus","Paralonchurus","Sciaenidae","Perciformes","Actinopterygii"
"1407","Pareques umbrosus","Pareques","Sciaenidae","Perciformes","Actinopterygii"
"1408","Pennahia anea","Pennahia","Sciaenidae","Perciformes","Actinopterygii"
"1409","Pennahia argentata","Pennahia","Sciaenidae","Perciformes","Actinopterygii"
"1410","Pentheroscion mbizi","Pentheroscion","Sciaenidae","Perciformes","Actinopterygii"
"1411","Plagioscion surinamensis","Plagioscion","Sciaenidae","Perciformes","Actinopterygii"
"1412","Pogonias cromis","Pogonias","Sciaenidae","Perciformes","Actinopterygii"
"1413","Pseudotolithus elongatus","Pseudotolithus","Sciaenidae","Perciformes","Actinopterygii"
"1414","Pseudotolithus senegalensis","Pseudotolithus","Sciaenidae","Perciformes","Actinopterygii"
"1415","Pseudotolithus senegallus","Pseudotolithus","Sciaenidae","Perciformes","Actinopterygii"
"1416","Pseudotolithus typus","Pseudotolithus","Sciaenidae","Perciformes","Actinopterygii"
"1417","Pteroscion peli","Pteroscion","Sciaenidae","Perciformes","Actinopterygii"
"1418","Sciaena umbra","Sciaena","Sciaenidae","Perciformes","Actinopterygii"
"1419","Sciaenops ocellatus","Sciaenops","Sciaenidae","Perciformes","Actinopterygii"
"1420","Stellifer illecebrosus","Stellifer","Sciaenidae","Perciformes","Actinopterygii"
"1421","Stellifer rastrifer","Stellifer","Sciaenidae","Perciformes","Actinopterygii"
"1422","Stellifer zestocarus","Stellifer","Sciaenidae","Perciformes","Actinopterygii"
"1423","Totoaba macdonaldi","Totoaba","Sciaenidae","Perciformes","Actinopterygii"
"1424","Umbrina canariensis","Umbrina","Sciaenidae","Perciformes","Actinopterygii"
"1425","Umbrina canosai","Umbrina","Sciaenidae","Perciformes","Actinopterygii"
"1426","Umbrina cirrosa","Umbrina","Sciaenidae","Perciformes","Actinopterygii"
"1427","Umbrina coroides","Umbrina","Sciaenidae","Perciformes","Actinopterygii"
"1428","Cololabis saira","Cololabis","Scomberesocidae","Beloniformes","Actinopterygii"
"1429","Acanthocybium solandri","Acanthocybium","Scombridae","Perciformes","Actinopterygii"
"1430","Allothunnus fallai","Allothunnus","Scombridae","Perciformes","Actinopterygii"
"1431","Auxis rochei","Auxis","Scombridae","Perciformes","Actinopterygii"
"1432","Auxis thazard","Auxis","Scombridae","Perciformes","Actinopterygii"
"1433","Euthynnus affinis","Euthynnus","Scombridae","Perciformes","Actinopterygii"
"1434","Euthynnus alletteratus","Euthynnus","Scombridae","Perciformes","Actinopterygii"
"1435","Euthynnus lineatus","Euthynnus","Scombridae","Perciformes","Actinopterygii"
"1436","Gasterochisma melampus","Gasterochisma","Scombridae","Perciformes","Actinopterygii"
"1437","Grammatorcynus bilineatus","Grammatorcynus","Scombridae","Perciformes","Actinopterygii"
"1438","Gymnosarda unicolor","Gymnosarda","Scombridae","Perciformes","Actinopterygii"
"1439","Katsuwonus pelamis","Katsuwonus","Scombridae","Perciformes","Actinopterygii"
"1440","Orcynopsis unicolor","Orcynopsis","Scombridae","Perciformes","Actinopterygii"
"1441","Rastrelliger brachysoma","Rastrelliger","Scombridae","Perciformes","Actinopterygii"
"1442","Rastrelliger kanagurta","Rastrelliger","Scombridae","Perciformes","Actinopterygii"
"1443","Sarda chiliensis","Sarda","Scombridae","Perciformes","Actinopterygii"
"1444","Sarda orientalis","Sarda","Scombridae","Perciformes","Actinopterygii"
"1445","Sarda sarda","Sarda","Scombridae","Perciformes","Actinopterygii"
"1446","Scomber australasicus","Scomber","Scombridae","Perciformes","Actinopterygii"
"1447","Scomber colias","Scomber","Scombridae","Perciformes","Actinopterygii"
"1448","Scomber japonicus","Scomber","Scombridae","Perciformes","Actinopterygii"
"1449","Scomber scombrus","Scomber","Scombridae","Perciformes","Actinopterygii"
"1450","Scomberomorus brasiliensis","Scomberomorus","Scombridae","Perciformes","Actinopterygii"
"1451","Scomberomorus cavalla","Scomberomorus","Scombridae","Perciformes","Actinopterygii"
"1452","Scomberomorus commerson","Scomberomorus","Scombridae","Perciformes","Actinopterygii"
"1453","Scomberomorus guttatus","Scomberomorus","Scombridae","Perciformes","Actinopterygii"
"1454","Scomberomorus koreanus","Scomberomorus","Scombridae","Perciformes","Actinopterygii"
"1455","Scomberomorus lineolatus","Scomberomorus","Scombridae","Perciformes","Actinopterygii"
"1456","Scomberomorus maculatus","Scomberomorus","Scombridae","Perciformes","Actinopterygii"
"1457","Scomberomorus niphonius","Scomberomorus","Scombridae","Perciformes","Actinopterygii"
"1458","Scomberomorus regalis","Scomberomorus","Scombridae","Perciformes","Actinopterygii"
"1459","Scomberomorus semifasciatus","Scomberomorus","Scombridae","Perciformes","Actinopterygii"
"1460","Scomberomorus sierra","Scomberomorus","Scombridae","Perciformes","Actinopterygii"
"1461","Scomberomorus tritor","Scomberomorus","Scombridae","Perciformes","Actinopterygii"
"1462","Thunnus alalunga","Thunnus","Scombridae","Perciformes","Actinopterygii"
"1463","Thunnus albacares","Thunnus","Scombridae","Perciformes","Actinopterygii"
"1464","Thunnus atlanticus","Thunnus","Scombridae","Perciformes","Actinopterygii"
"1465","Thunnus maccoyii","Thunnus","Scombridae","Perciformes","Actinopterygii"
"1466","Thunnus obesus","Thunnus","Scombridae","Perciformes","Actinopterygii"
"1467","Thunnus orientalis","Thunnus","Scombridae","Perciformes","Actinopterygii"
"1468","Thunnus thynnus","Thunnus","Scombridae","Perciformes","Actinopterygii"
"1469","Thunnus tonggol","Thunnus","Scombridae","Perciformes","Actinopterygii"
"1470","Benthalbella elongata","Benthalbella","Scopelarchidae","Aulopiformes","Actinopterygii"
"1471","Lepidorhombus boscii","Lepidorhombus","Scophthalmidae","Pleuronectiformes","Actinopterygii"
"1472","Lepidorhombus whiffiagonis","Lepidorhombus","Scophthalmidae","Pleuronectiformes","Actinopterygii"
"1473","Scophthalmus aquosus","Scophthalmus","Scophthalmidae","Pleuronectiformes","Actinopterygii"
"1474","Scophthalmus maximus","Scophthalmus","Scophthalmidae","Pleuronectiformes","Actinopterygii"
"1475","Scophthalmus rhombus","Scophthalmus","Scophthalmidae","Pleuronectiformes","Actinopterygii"
"1476","Zeugopterus punctatus","Zeugopterus","Scophthalmidae","Pleuronectiformes","Actinopterygii"
"1477","Pontinus kuhlii","Pontinus","Scorpaenidae","Scorpaeniformes","Actinopterygii"
"1478","Pontinus macrocephalus","Pontinus","Scorpaenidae","Scorpaeniformes","Actinopterygii"
"1479","Pterois radiata","Pterois","Scorpaenidae","Scorpaeniformes","Actinopterygii"
"1480","Pterois volitans","Pterois","Scorpaenidae","Scorpaeniformes","Actinopterygii"
"1481","Scorpaena notata","Scorpaena","Scorpaenidae","Scorpaeniformes","Actinopterygii"
"1482","Scorpaena plumieri","Scorpaena","Scorpaenidae","Scorpaeniformes","Actinopterygii"
"1483","Scorpaena porcus","Scorpaena","Scorpaenidae","Scorpaeniformes","Actinopterygii"
"1484","Scorpaena russula","Scorpaena","Scorpaenidae","Scorpaeniformes","Actinopterygii"
"1485","Scorpaena scrofa","Scorpaena","Scorpaenidae","Scorpaeniformes","Actinopterygii"
"1486","Scorpaenodes guamensis","Scorpaenodes","Scorpaenidae","Scorpaeniformes","Actinopterygii"
"1487","Scorpaenopsis diabolus","Scorpaenopsis","Scorpaenidae","Scorpaeniformes","Actinopterygii"
"1488","Scorpaenopsis macrochir","Scorpaenopsis","Scorpaenidae","Scorpaeniformes","Actinopterygii"
"1489","Scorpaenopsis oxycephala","Scorpaenopsis","Scorpaenidae","Scorpaeniformes","Actinopterygii"
"1490","Sebastapistes strongia","Sebastapistes","Scorpaenidae","Scorpaeniformes","Actinopterygii"
"1491","Apristurus profundorum","Apristurus","Scyliorhinidae","Carcharhiniformes","Elasmobranchii"
"1492","Bythaelurus canescens","Bythaelurus","Scyliorhinidae","Carcharhiniformes","Elasmobranchii"
"1493","Cephaloscyllium isabellum","Cephaloscyllium","Scyliorhinidae","Carcharhiniformes","Elasmobranchii"
"1494","Galeus melastomus","Galeus","Scyliorhinidae","Carcharhiniformes","Elasmobranchii"
"1495","Galeus murinus","Galeus","Scyliorhinidae","Carcharhiniformes","Elasmobranchii"
"1496","Scyliorhinus canicula","Scyliorhinus","Scyliorhinidae","Carcharhiniformes","Elasmobranchii"
"1497","Scyliorhinus stellaris","Scyliorhinus","Scyliorhinidae","Carcharhiniformes","Elasmobranchii"
"1498","Helicolenus dactylopterus","Helicolenus","Sebastidae","Scorpaeniformes","Actinopterygii"
"1499","Helicolenus mouchezi","Helicolenus","Sebastidae","Scorpaeniformes","Actinopterygii"
"1500","Sebastes alutus","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii"
"1501","Sebastes capensis","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii"
"1502","Sebastes crameri","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii"
"1503","Sebastes entomelas","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii"
"1504","Sebastes fasciatus","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii"
"1505","Sebastes flavidus","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii"
"1506","Sebastes goodei","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii"
"1507","Sebastes melanops","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii"
"1508","Sebastes mentella","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii"
"1509","Sebastes norvegicus","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii"
"1510","Sebastes oculatus","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii"
"1511","Sebastes paucispinis","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii"
"1512","Sebastes pinniger","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii"
"1513","Sebastes schlegelii","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii"
"1514","Sebastes viviparus","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii"
"1515","Sebastiscus marmoratus","Sebastiscus","Sebastidae","Scorpaeniformes","Actinopterygii"
"1516","Sebastolobus alascanus","Sebastolobus","Sebastidae","Scorpaeniformes","Actinopterygii"
"1517","Sebastolobus macrochir","Sebastolobus","Sebastidae","Scorpaeniformes","Actinopterygii"
"1518","Trachyscorpia cristulata cristulata","Trachyscorpia","Sebastidae","Scorpaeniformes","Actinopterygii"
"1519","Trachyscorpia cristulata echinata","Trachyscorpia","Sebastidae","Scorpaeniformes","Actinopterygii"
"1520","Acanthistius brasilianus","Acanthistius","Serranidae","Perciformes","Actinopterygii"
"1521","Aethaloperca rogaa","Aethaloperca","Serranidae","Perciformes","Actinopterygii"
"1522","Alphestes afer","Alphestes","Serranidae","Perciformes","Actinopterygii"
"1523","Anthias anthias","Anthias","Serranidae","Perciformes","Actinopterygii"
"1524","Caprodon longimanus","Caprodon","Serranidae","Perciformes","Actinopterygii"
"1525","Centropristis ocyurus","Centropristis","Serranidae","Perciformes","Actinopterygii"
"1526","Centropristis philadelphica","Centropristis","Serranidae","Perciformes","Actinopterygii"
"1527","Centropristis striata","Centropristis","Serranidae","Perciformes","Actinopterygii"
"1528","Cephalopholis argus","Cephalopholis","Serranidae","Perciformes","Actinopterygii"
"1529","Cephalopholis aurantia","Cephalopholis","Serranidae","Perciformes","Actinopterygii"
"1530","Cephalopholis boenak","Cephalopholis","Serranidae","Perciformes","Actinopterygii"
"1531","Cephalopholis cruentata","Cephalopholis","Serranidae","Perciformes","Actinopterygii"
"1532","Cephalopholis fulva","Cephalopholis","Serranidae","Perciformes","Actinopterygii"
"1533","Cephalopholis hemistiktos","Cephalopholis","Serranidae","Perciformes","Actinopterygii"
"1534","Cephalopholis igarashiensis","Cephalopholis","Serranidae","Perciformes","Actinopterygii"
"1535","Cephalopholis leopardus","Cephalopholis","Serranidae","Perciformes","Actinopterygii"
"1536","Cephalopholis miniata","Cephalopholis","Serranidae","Perciformes","Actinopterygii"
"1537","Cephalopholis polleni","Cephalopholis","Serranidae","Perciformes","Actinopterygii"
"1538","Cephalopholis sexmaculata","Cephalopholis","Serranidae","Perciformes","Actinopterygii"
"1539","Cephalopholis sonnerati","Cephalopholis","Serranidae","Perciformes","Actinopterygii"
"1540","Cephalopholis spiloparaea","Cephalopholis","Serranidae","Perciformes","Actinopterygii"
"1541","Cephalopholis taeniops","Cephalopholis","Serranidae","Perciformes","Actinopterygii"
"1542","Cephalopholis urodeta","Cephalopholis","Serranidae","Perciformes","Actinopterygii"
"1543","Cromileptes altivelis","Cromileptes","Serranidae","Perciformes","Actinopterygii"
"1544","Dermatolepis inermis","Dermatolepis","Serranidae","Perciformes","Actinopterygii"
"1545","Diplectrum formosum","Diplectrum","Serranidae","Perciformes","Actinopterygii"
"1546","Diplectrum pacificum","Diplectrum","Serranidae","Perciformes","Actinopterygii"
"1547","Epinephelus adscensionis","Epinephelus","Serranidae","Perciformes","Actinopterygii"
"1548","Epinephelus aeneus","Epinephelus","Serranidae","Perciformes","Actinopterygii"
"1549","Epinephelus akaara","Epinephelus","Serranidae","Perciformes","Actinopterygii"
"1550","Epinephelus analogus","Epinephelus","Serranidae","Perciformes","Actinopterygii"
"1551","Epinephelus areolatus","Epinephelus","Serranidae","Perciformes","Actinopterygii"
"1552","Epinephelus awoara","Epinephelus","Serranidae","Perciformes","Actinopterygii"
"1553","Epinephelus caninus","Epinephelus","Serranidae","Perciformes","Actinopterygii"
"1554","Epinephelus chlorostigma","Epinephelus","Serranidae","Perciformes","Actinopterygii"
"1555","Epinephelus coeruleopunctatus","Epinephelus","Serranidae","Perciformes","Actinopterygii"
"1556","Epinephelus coioides","Epinephelus","Serranidae","Perciformes","Actinopterygii"
"1557","Epinephelus corallicola","Epinephelus","Serranidae","Perciformes","Actinopterygii"
"1558","Epinephelus diacanthus","Epinephelus","Serranidae","Perciformes","Actinopterygii"
"1559","Epinephelus drummondhayi","Epinephelus","Serranidae","Perciformes","Actinopterygii"
"1560","Epinephelus fasciatus","Epinephelus","Serranidae","Perciformes","Actinopterygii"
"1561","Epinephelus fuscoguttatus","Epinephelus","Serranidae","Perciformes","Actinopterygii"
"1562","Epinephelus goreensis","Epinephelus","Serranidae","Perciformes","Actinopterygii"
"1563","Epinephelus guttatus","Epinephelus","Serranidae","Perciformes","Actinopterygii"
"1564","Epinephelus hexagonatus","Epinephelus","Serranidae","Perciformes","Actinopterygii"
"1565","Epinephelus howlandi","Epinephelus","Serranidae","Perciformes","Actinopterygii"
"1566","Epinephelus itajara","Epinephelus","Serranidae","Perciformes","Actinopterygii"
"1567","Epinephelus lanceolatus","Epinephelus","Serranidae","Perciformes","Actinopterygii"
"1568","Epinephelus macrospilos","Epinephelus","Serranidae","Perciformes","Actinopterygii"
"1569","Epinephelus maculatus","Epinephelus","Serranidae","Perciformes","Actinopterygii"
"1570","Epinephelus malabaricus","Epinephelus","Serranidae","Perciformes","Actinopterygii"
"1571","Epinephelus marginatus","Epinephelus","Serranidae","Perciformes","Actinopterygii"
"1572","Epinephelus melanostigma","Epinephelus","Serranidae","Perciformes","Actinopterygii"
"1573","Epinephelus merra","Epinephelus","Serranidae","Perciformes","Actinopterygii"
"1574","Epinephelus morio","Epinephelus","Serranidae","Perciformes","Actinopterygii"
"1575","Epinephelus morrhua","Epinephelus","Serranidae","Perciformes","Actinopterygii"
"1576","Epinephelus multinotatus","Epinephelus","Serranidae","Perciformes","Actinopterygii"
"1577","Epinephelus polylepis","Epinephelus","Serranidae","Perciformes","Actinopterygii"
"1578","Epinephelus polyphekadion","Epinephelus","Serranidae","Perciformes","Actinopterygii"
"1579","Epinephelus socialis","Epinephelus","Serranidae","Perciformes","Actinopterygii"
"1580","Epinephelus striatus","Epinephelus","Serranidae","Perciformes","Actinopterygii"
