"SBID","CountryCode","SplitYear","SeasonYear","SeasonMonthNr","CalendarMonthNr","ASD","TargetSpeciesCode","GearCode","FishingCode","ShipSize","FishingHours","FishingDays","ShipCount","HookCount","PotCount","HaulCount","FishingOnGrounds","FishingFromPort","FishingTrips","ShipTonnage","ShipHP","ShipLength","Comment","PreparedDate"
212,"DDR",1981,1980,11,10,"483","MZZ","OTB","C",8,,48.00,,,,,48.00,,,,,,"",10-4-2015 00:00:00
213,"DDR",1981,1980,12,11,"483","MZZ","OTB","C",8,,56.00,,,,,60.00,,,,,,"",10-4-2015 00:00:00
214,"DDR",1981,1981,1,12,"483","MZZ","OTB","C",8,,50.00,,,,,50.00,,,,,,"",10-4-2015 00:00:00
215,"DDR",1981,1981,2,1,"483","MZZ","OTB","C",8,,144.00,,,,,150.00,,,,,,"",10-4-2015 00:00:00
216,"DDR",1981,1981,3,2,"483","MZZ","OTB","C",8,,147.00,,,,,147.00,,,,,,"",10-4-2015 00:00:00
217,"DDR",1981,1981,4,3,"483","MZZ","OTB","C",8,,159.00,,,,,161.00,,,,,,"",10-4-2015 00:00:00
218,"DDR",1985,1984,8,7,"483","MZZ","OTB","C",,,44.00,,,,,44.00,,,,,,"",10-4-2015 00:00:00
219,"DDR",1985,1985,7,6,"483","KRI","OTM","E",,,5.00,,,,,5.00,,,,,,"",10-4-2015 00:00:00
220,"DDR",1986,1986,3,2,"483","ICX","OTB","C",8,,22.00,,,,,22.00,,,,,,"",10-4-2015 00:00:00
221,"DDR",1986,1986,1,12,"483","ICX","OTB","C",10,,13.00,,,,,13.00,,,,,,"",10-4-2015 00:00:00
222,"DDR",1986,1986,2,1,"483","ICX","OTB","C",10,,25.00,,,,,25.00,,,,,,"",10-4-2015 00:00:00
223,"DDR",1986,1986,3,2,"483","ICX","OTB","C",10,,11.00,,,,,11.00,,,,,,"",10-4-2015 00:00:00
224,"DDR",1986,1986,7,6,"483","ICX","OTB","C",10,,22.00,,,,,23.00,,,,,,"",10-4-2015 00:00:00
225,"DDR",1987,1987,2,1,"483","ANI","OTB","C",,,20.00,,,,,20.00,,,,,,"",10-4-2015 00:00:00
226,"DDR",1987,1987,3,2,"483","ANI","OTB","C",,,13.00,,,,,13.00,,,,,,"",10-4-2015 00:00:00
227,"DDR",1988,1987,12,11,"483","ANI","OTB","C",,,25.00,,,,,25.00,,,,,,"",10-4-2015 00:00:00
228,"DDR",1988,1988,1,12,"483","ANI","OTB","C",,,29.00,,,,,31.00,,,,,,"",10-4-2015 00:00:00
229,"DDR",1988,1988,2,1,"483","ANI","OTB","C",,,18.00,,,,,18.00,,,,,,"",10-4-2015 00:00:00
230,"ESP",1987,1987,2,1,"481","MZZ","OTB","S",9,43.00,,1,,,,,,,1627.00,2000.00,,"",10-4-2015 00:00:00
231,"ESP",1987,1987,3,2,"481","MZZ","OTB","S",9,12.50,,1,,,,,,,1627.00,2000.00,,"",10-4-2015 00:00:00
232,"ESP",1987,1987,2,1,"481","MZZ","OTB","E",10,19.50,,1,,,,,,,2500.00,4000.00,,"",10-4-2015 00:00:00
233,"ESP",1987,1987,1,12,"481","KRI","OTM","E",10,32.00,,1,,,,,,,2500.00,4000.00,,"",10-4-2015 00:00:00
234,"ESP",1987,1987,2,1,"481","KRI","OTM","E",10,103.75,,1,,,,,,,2500.00,4000.00,,"",10-4-2015 00:00:00
235,"ESP",1987,1987,3,2,"481","KRI","OTM","E",10,19.08,,1,,,,,,,2500.00,4000.00,,"",10-4-2015 00:00:00
236,"ESP",1987,1987,1,12,"482","MZZ","OTB","S",9,7.50,,1,,,,,,,1627.00,2000.00,,"",10-4-2015 00:00:00
237,"ESP",1987,1987,2,1,"482","MZZ","OTB","S",9,39.00,,1,,,,,,,1627.00,2000.00,,"",10-4-2015 00:00:00
238,"ESP",1987,1987,2,1,"482","MZZ","OTB","S",10,6.83,,1,,,,,,,2500.00,4000.00,,"",10-4-2015 00:00:00
239,"ESP",1987,1987,1,12,"482","KRI","OTM","E",10,49.75,,1,,,,,,,2500.00,4000.00,,"",10-4-2015 00:00:00
240,"ESP",1987,1987,2,1,"482","KRI","OTM","E",10,42.91,,1,,,,,,,2500.00,4000.00,,"",10-4-2015 00:00:00
241,"ESP",1987,1986,12,11,"483","MZZ","OTB","S",9,16.00,,1,,,,,,,1627.00,2000.00,,"",10-4-2015 00:00:00
242,"ESP",1987,1987,1,12,"483","MZZ","OTB","S",9,50.50,,1,,,,,,,1627.00,2000.00,,"",10-4-2015 00:00:00
243,"ESP",1987,1986,12,11,"483","MZZ","OTB","S",10,21.51,,1,,,,,,,2500.00,4000.00,,"",10-4-2015 00:00:00
244,"ESP",1987,1987,1,12,"483","MZZ","OTB","S",10,18.33,,1,,,,,,,2500.00,4000.00,,"",10-4-2015 00:00:00
245,"ESP",1987,1987,1,12,"484","MZZ","OTB","S",9,400.00,,1,,,,,,,1627.00,2000.00,,"",10-4-2015 00:00:00
246,"FRA",1980,1979,12,11,"584","KRI","OTM","C",9,,5.00,1,,,,5.00,30.00,1,1695.00,3200.00,,"",10-4-2015 00:00:00
247,"FRA",1980,1979,11,10,"585","MZZ","OTB","C",9,,15.00,1,,,,17.00,31.00,1,1695.00,3200.00,,"",10-4-2015 00:00:00
248,"FRA",1980,1979,12,11,"585","MZZ","OTB","C",9,,9.00,1,,,,9.00,30.00,1,1695.00,3200.00,,"",10-4-2015 00:00:00
249,"FRA",1981,1981,5,4,"585","MZZ","OTB","C",9,,26.00,1,,,,28.00,30.00,1,1379.00,2330.00,,"",10-4-2015 00:00:00
250,"FRA",1981,1981,6,5,"585","MZZ","OTB","C",9,,42.00,3,,,,43.00,83.00,3,,,,"",10-4-2015 00:00:00
251,"FRA",1981,1981,7,6,"585","MZZ","OTB","C",9,,30.00,1,,,,30.00,30.00,1,1695.00,3200.00,,"",10-4-2015 00:00:00
252,"FRA",1982,1981,8,7,"585","MZZ","OTB","C",9,,68.00,3,,,,69.00,85.00,3,,,,"",10-4-2015 00:00:00
253,"FRA",1982,1981,9,8,"585","MZZ","OTB","C",9,,7.00,2,,,,7.00,18.00,2,,,,"",10-4-2015 00:00:00
254,"FRA",1982,1982,3,2,"585","MZZ","OTB","C",9,,6.00,1,,,,6.00,12.00,1,,,,"",10-4-2015 00:00:00
255,"FRA",1982,1982,4,3,"585","MZZ","OTB","C",9,,42.00,2,,,,42.00,53.00,2,,,,"",10-4-2015 00:00:00
256,"FRA",1982,1982,5,4,"585","MZZ","OTB","C",9,,14.00,1,,,,14.00,19.00,1,1379.00,2330.00,,"",10-4-2015 00:00:00
257,"FRA",1982,1982,6,5,"585","MZZ","OTB","C",9,,4.00,1,,,,4.00,31.00,1,1695.00,3200.00,,"",10-4-2015 00:00:00
258,"FRA",1982,1982,7,6,"585","MZZ","OTB","C",9,,59.00,2,,,,59.00,60.00,2,,,,"",10-4-2015 00:00:00
259,"FRA",1983,1982,8,7,"585","MZZ","OTB","C",9,,23.00,1,,,,24.00,31.00,1,1695.00,3200.00,,"",10-4-2015 00:00:00
260,"FRA",1983,1983,4,3,"585","MZZ","OTB","C",9,,16.00,1,,,,16.00,15.00,1,1379.00,2330.00,,"",10-4-2015 00:00:00
261,"FRA",1983,1983,5,4,"585","MZZ","OTB","C",9,,21.00,1,,,,21.00,9.00,1,1379.00,2330.00,,"",10-4-2015 00:00:00
262,"FRA",1983,1983,6,5,"585","MZZ","OTB","C",9,,3.00,1,,,,3.00,28.00,1,1379.00,2330.00,,"",10-4-2015 00:00:00
263,"FRA",1983,1983,7,6,"585","MZZ","OTB","C",9,,27.00,1,,,,27.00,30.00,1,1379.00,2330.00,,"",10-4-2015 00:00:00
264,"FRA",1983,1983,6,5,"586","NOX","OTB","C",9,,5.00,1,,,,5.00,13.00,1,1379.00,2330.00,,"",10-4-2015 00:00:00
265,"FRA",1984,1984,4,3,"585","ANI","OTB","C",4,,11.00,1,,,,11.00,16.00,1,,,,"",10-4-2015 00:00:00
266,"FRA",1984,1984,5,4,"585","ANI","OTB","C",4,,30.00,1,,,,30.00,30.00,1,,,,"",10-4-2015 00:00:00
267,"FRA",1984,1984,6,5,"585","ANI","OTB","C",4,,3.00,1,,,,3.00,14.00,1,,,,"",10-4-2015 00:00:00
268,"FRA",1985,1985,6,5,"585","ANI","OTB","C",4,,25.00,1,,,,25.00,35.00,1,,,,"",10-4-2015 00:00:00
269,"FRA",1986,1985,11,10,"585","ANI","OTB","C",9,65.00,11.00,1,,,,11.00,15.00,,1379.00,2330.00,,"",10-4-2015 00:00:00
270,"FRA",1986,1985,12,11,"585","ANI","OTB","C",9,206.00,26.00,1,,,,26.00,30.00,,1379.00,2330.00,,"",10-4-2015 00:00:00
271,"FRA",1987,1986,11,10,"585","TOT","OTB","C",,105.00,14.00,1,,,,14.00,20.00,1,1379.00,2330.00,,"",10-4-2015 00:00:00
272,"FRA",1987,1986,12,11,"585","TOT","OTB","C",,90.00,17.00,1,,,,17.00,22.00,1,1379.00,2330.00,,"",10-4-2015 00:00:00
273,"FRA",1988,1987,11,10,"586","TOT","OTB","C",,,24.00,1,,,,24.00,31.00,1,1379.00,2330.00,,"",10-4-2015 00:00:00
274,"FRA",1988,1987,12,11,"586","TOT","OTB","C",,,10.00,1,,,,10.00,15.00,1,1379.00,2330.00,,"",10-4-2015 00:00:00
275,"GBR",1988,1988,2,1,"483","MZZ","OTB","E",9,,9.00,1,,,,9.00,16.00,1,1600.00,,,"",10-4-2015 00:00:00
276,"JPN",1973,1973,1,12,"481","KRI","SX","C",10,,1.00,1,,,,,,,2180.00,2000.00,,"",10-4-2015 00:00:00
277,"JPN",1973,1973,1,12,"482","KRI","SX","C",10,1.00,2.00,1,,,,,,,2180.00,2000.00,,"",10-4-2015 00:00:00
278,"JPN",1973,1973,2,1,"483","KRI","SX","C",10,1.00,1.00,1,,,,,,,2180.00,2000.00,,"",10-4-2015 00:00:00
279,"JPN",1973,1973,1,12,"484","KRI","SX","C",10,3.00,3.00,1,,,,5.00,,,2180.00,2000.00,,"",10-4-2015 00:00:00
280,"JPN",1973,1973,2,1,"484","KRI","SX","C",10,48.00,12.00,1,,,,15.00,,,2180.00,2000.00,,"",10-4-2015 00:00:00
281,"JPN",1973,1973,2,1,"486","KRI","SX","C",10,121.00,13.00,1,,,,15.00,,,2180.00,2000.00,,"",10-4-2015 00:00:00
282,"JPN",1974,1974,1,12,"486","KRI","OTM","C",9,16.00,5.00,1,,,29,5.00,,,1494.00,2000.00,,"",10-4-2015 00:00:00
283,"JPN",1974,1974,2,1,"486","KRI","OTM","C",9,39.00,9.00,1,,,64,9.00,,,1494.00,2000.00,,"",10-4-2015 00:00:00
284,"JPN",1974,1974,3,2,"486","KRI","OTM","C",9,152.00,12.00,1,,,118,13.00,,,1494.00,2000.00,,"",10-4-2015 00:00:00
285,"JPN",1974,1974,2,1,"5842","KRI","OTM","C",9,180.00,21.00,1,,,260,23.00,,,1494.00,2000.00,,"",10-4-2015 00:00:00
286,"JPN",1974,1974,3,2,"5842","KRI","OTM","C",9,4.00,3.00,1,,,5,6.00,,,1494.00,2000.00,,"",10-4-2015 00:00:00
287,"JPN",1974,1974,1,12,"5844","KRI","OTM","C",9,109.00,18.00,1,,,,18.00,,,1494.00,2000.00,,"",10-4-2015 00:00:00
288,"JPN",1974,1974,2,1,"5844","KRI","OTM","C",9,182.00,21.00,1,,,,23.00,,,1494.00,2000.00,,"",10-4-2015 00:00:00
289,"JPN",1975,1975,1,12,"5842","KRI","OTM","C",,403.00,23.00,2,,,159,42.00,,,2551.00,2855.00,,"",10-4-2015 00:00:00
290,"JPN",1975,1975,2,1,"5842","KRI","OTM","C",,686.00,25.00,2,,,179,61.00,,,2551.00,2855.00,,"",10-4-2015 00:00:00
291,"JPN",1975,1975,3,2,"5842","KRI","OTM","C",,450.00,22.00,2,,,158,41.00,,,2551.00,2855.00,,"",10-4-2015 00:00:00
292,"JPN",1975,1974,12,11,"5844","KRI","OTM","C",,4.00,1.00,1,,,,1.00,,,3608.00,3710.00,,"",10-4-2015 00:00:00
293,"JPN",1975,1975,1,12,"5844","KRI","OTM","C",,61.00,13.00,2,,,,14.00,,,2551.00,2855.00,,"",10-4-2015 00:00:00
294,"JPN",1976,1976,1,12,"5841","KRI","OTM","C",10,2.00,3.00,1,,,5,5.00,,,2407.00,2880.00,,"",10-4-2015 00:00:00
295,"JPN",1976,1976,2,1,"5841","KRI","OTM","C",10,18.00,8.00,1,,,19,9.00,,,2407.00,2880.00,,"",10-4-2015 00:00:00
296,"JPN",1976,1976,1,12,"5842","KRI","OTM","C",10,302.00,27.00,2,,,192,45.00,,,3008.00,3295.00,,"",10-4-2015 00:00:00
297,"JPN",1976,1976,2,1,"5842","KRI","OTM","C",10,576.00,25.00,2,,,135,62.00,,,3008.00,3295.00,,"",10-4-2015 00:00:00
298,"JPN",1976,1976,3,2,"5842","KRI","OTM","C",10,233.00,18.00,2,,,114,29.00,,,3008.00,3295.00,,"",10-4-2015 00:00:00
299,"JPN",1976,1975,12,11,"5844","KRI","OTM","C",10,51.00,5.00,1,,,,5.00,,,2407.00,2880.00,,"",10-4-2015 00:00:00
300,"JPN",1976,1976,1,12,"5844","KRI","OTM","C",10,66.00,15.00,2,,,,18.00,,,3008.00,3295.00,,"",10-4-2015 00:00:00
301,"JPN",1977,1976,12,11,"881","KRI","OTM","C",10,2.00,2.00,1,,,3,2.00,,,2406.00,2880.00,,"",10-4-2015 00:00:00
302,"JPN",1977,1976,12,11,"5841","KRI","OTM","C",10,82.00,16.00,1,,,130,16.00,,,2406.00,2880.00,,"",10-4-2015 00:00:00
303,"JPN",1977,1977,1,12,"5841","KRI","OTM","C",10,131.00,26.00,1,,,207,29.00,,,2406.00,2880.00,,"",10-4-2015 00:00:00
304,"JPN",1977,1977,2,1,"5841","KRI","OTM","C",10,99.00,22.00,1,,,119,24.00,,,2406.00,2880.00,,"",10-4-2015 00:00:00
305,"JPN",1977,1977,1,12,"5842","KRI","OTM","C",10,68.00,37.00,2,,,252,37.00,,,3436.00,3920.00,,"",10-4-2015 00:00:00
306,"JPN",1977,1977,2,1,"5842","KRI","OTM","C",10,837.00,105.00,5,,,742,121.00,,,3105.00,3460.00,,"",10-4-2015 00:00:00
307,"JPN",1977,1977,3,2,"5842","KRI","OTM","C",10,658.00,54.00,5,,,419,55.00,,,3105.00,3460.00,,"",10-4-2015 00:00:00
308,"JPN",1977,1976,12,11,"5843","KRI","OTM","C",10,100.00,2.00,1,,,,2.00,,,3608.00,3710.00,,"",10-4-2015 00:00:00
309,"JPN",1977,1976,12,11,"5844","KRI","OTM","C",10,40.00,9.00,1,,,,10.00,,,3608.00,3710.00,,"",10-4-2015 00:00:00
310,"JPN",1977,1977,1,12,"5844","KRI","OTM","C",10,124.00,25.00,2,,,,25.00,,,3436.00,3920.00,,"",10-4-2015 00:00:00
311,"JPN",1978,1977,12,11,"881","KRI","OTM","C",,11.00,8.00,1,,,25,30.00,,,2406.00,4500.00,,"",10-4-2015 00:00:00
312,"JPN",1978,1978,1,12,"881","KRI","OTM","C",,8.00,2.00,1,,,14,2.00,,,2406.00,4500.00,,"",10-4-2015 00:00:00
313,"JPN",1978,1978,2,1,"881","KRI","OTM","C",,1.00,1.00,1,,,,1.00,,,2407.00,3400.00,,"",10-4-2015 00:00:00
314,"JPN",1978,1978,3,2,"881","KRI","OTM","C",,90.00,11.00,2,,,63,13.00,,,2013.00,3600.00,,"",10-4-2015 00:00:00
315,"JPN",1978,1978,4,3,"881","KRI","OTM","C",,21.00,2.00,1,,,12,2.00,,,1619.00,2700.00,,"",10-4-2015 00:00:00
316,"JPN",1978,1977,12,11,"5841","KRI","OTM","C",,39.00,31.00,2,,,59,40.00,,,3007.00,4200.00,,"",10-4-2015 00:00:00
317,"JPN",1978,1978,1,12,"5841","KRI","OTM","C",,1193.00,196.00,11,,,1242,199.00,,,536.00,2568.00,,"",10-4-2015 00:00:00
318,"JPN",1978,1978,2,1,"5841","KRI","OTM","C",,3057.00,316.00,12,,,1733,319.00,,,626.00,2579.00,,"",10-4-2015 00:00:00
319,"JPN",1978,1978,3,2,"5841","KRI","OTM","C",,1541.00,192.00,12,,,1015,200.00,,,626.00,2579.00,,"",10-4-2015 00:00:00
320,"JPN",1978,1977,12,11,"5842","KRI","OTM","C",10,20.00,6.00,1,,,65,6.00,,,3608.00,3900.00,,"",10-4-2015 00:00:00
321,"JPN",1978,1978,1,12,"5842","KRI","OTM","C",10,698.00,92.00,4,,,944,99.00,,,3066.00,3925.00,,"",10-4-2015 00:00:00
322,"JPN",1978,1978,2,1,"5842","KRI","OTM","C",10,1112.00,109.00,5,,,821,113.00,,,3058.00,3940.00,,"",10-4-2015 00:00:00
323,"JPN",1978,1978,3,2,"5842","KRI","OTM","C",10,824.00,75.00,3,,,446,84.00,,,3299.00,4267.00,,"",10-4-2015 00:00:00
324,"JPN",1978,1978,4,3,"5842","KRI","OTM","C",10,55.00,8.00,2,,,37,8.00,,,3316.00,3950.00,,"",10-4-2015 00:00:00
325,"JPN",1978,1977,12,11,"5843","KRI","OTM","C",10,3.00,1.00,1,,,,1.00,,,3608.00,3900.00,,"",10-4-2015 00:00:00
326,"JPN",1979,1979,2,1,"881","KRI","OTM","C",,130.00,13.00,3,,,85,13.00,,,2348.00,3717.00,,"",10-4-2015 00:00:00
327,"JPN",1979,1979,3,2,"881","KRI","OTM","C",,249.00,28.00,3,,,180,38.00,,,2348.00,3717.00,,"",10-4-2015 00:00:00
328,"JPN",1979,1979,4,3,"881","KRI","OTM","C",,6.00,1.00,1,,,6,1.00,,,2406.00,4500.00,,"",10-4-2015 00:00:00
329,"JPN",1979,1978,12,11,"5841","KRI","OTM","C",,313.00,107.00,11,,,333,121.00,,,536.00,2541.00,,"",10-4-2015 00:00:00
330,"JPN",1979,1979,1,12,"5841","KRI","OTM","C",,2077.00,329.00,12,,,1732,352.00,,,723.00,2621.00,,"",10-4-2015 00:00:00
331,"JPN",1979,1979,2,1,"5841","KRI","OTM","C",,2996.00,316.00,13,,,1677,361.00,,,810.00,2662.00,,"",10-4-2015 00:00:00
332,"JPN",1979,1979,3,2,"5841","KRI","OTM","C",,2869.00,281.00,12,,,1898,299.00,,,746.00,2542.00,,"",10-4-2015 00:00:00
333,"JPN",1979,1978,12,11,"5842","KRI","OTM","C",,6.00,4.00,1,,,10,7.00,,,3608.00,3900.00,,"",10-4-2015 00:00:00
334,"JPN",1979,1979,1,12,"5842","KRI","OTM","C",,734.00,82.00,4,,,801,84.00,,,3157.00,3573.00,,"",10-4-2015 00:00:00
335,"JPN",1979,1979,2,1,"5842","KRI","OTM","C",,1440.00,133.00,6,,,1160,136.00,,,3106.00,3517.00,,"",10-4-2015 00:00:00
336,"JPN",1979,1979,3,2,"5842","KRI","OTM","C",,882.00,82.00,5,,,556,98.00,,,2858.00,3488.00,,"",10-4-2015 00:00:00
337,"JPN",1979,1979,4,3,"5842","KRI","OTM","C",,144.00,13.00,1,,,82,13.00,,,3608.00,3900.00,,"",10-4-2015 00:00:00
338,"JPN",1979,1978,12,11,"5843","KRI","OTM","C",10,1200.00,6.00,2,,,,10.00,,,3007.00,4200.00,,"",10-4-2015 00:00:00
339,"JPN",1979,1978,12,11,"5844","KRI","OTM","C",10,200.00,2.00,1,,,,11.00,,,3608.00,3900.00,,"",10-4-2015 00:00:00
340,"JPN",1980,1980,1,12,"881","KRI","OTM","C",10,59.00,12.00,1,,,107,12.00,,,3265.00,4900.00,,"",10-4-2015 00:00:00
341,"JPN",1980,1980,2,1,"881","KRI","OTM","C",10,219.00,22.00,2,,,150,23.00,,,2860.00,3890.00,,"",10-4-2015 00:00:00
342,"JPN",1980,1980,3,2,"881","KRI","OTM","C",10,209.00,21.00,1,,,153,23.00,,,2455.00,2880.00,,"",10-4-2015 00:00:00
343,"JPN",1980,1980,2,1,"882","KRI","OTM","C",10,3.00,1.00,1,,,1,8.00,,,3265.00,4900.00,,"",10-4-2015 00:00:00
344,"JPN",1980,1980,4,3,"882","KRI","OTM","C",10,1.00,2.00,1,,,,3.00,,,3265.00,4900.00,,"",10-4-2015 00:00:00
345,"JPN",1980,1980,2,1,"883","KRI","OTM","C",10,75.00,23.00,1,,,191,18.00,,,3265.00,4900.00,,"",10-4-2015 00:00:00
346,"JPN",1980,1980,3,2,"883","KRI","OTM","C",10,156.00,23.00,1,,,235,23.00,,,3265.00,4900.00,,"",10-4-2015 00:00:00
347,"JPN",1980,1979,12,11,"5841","KRI","OTM","C",,28.00,13.00,2,,,100,14.00,,,3437.00,4400.00,,"",10-4-2015 00:00:00
348,"JPN",1980,1980,1,12,"5841","KRI","OTM","C",,785.00,148.00,12,,,637,237.00,,,864.00,2850.00,,"",10-4-2015 00:00:00
349,"JPN",1980,1980,2,1,"5841","KRI","OTM","C",,1533.00,299.00,10,,,1852,306.00,,,349.00,2540.00,,"",10-4-2015 00:00:00
350,"JPN",1980,1980,3,2,"5841","KRI","OTM","C",,1186.00,204.00,14,,,1339,209.00,,,1028.00,2797.00,,"",10-4-2015 00:00:00
351,"JPN",1980,1980,4,3,"5841","KRI","OTM","C",,108.00,15.00,1,,,96,15.00,,,3608.00,3900.00,,"",10-4-2015 00:00:00
352,"JPN",1980,1979,12,11,"5842","KRI","OTM","C",,2.00,2.00,1,,,12,2.00,,,3265.00,4900.00,,"",10-4-2015 00:00:00
353,"JPN",1980,1980,1,12,"5842","KRI","OTM","C",,791.00,105.00,15,,,806,192.00,,,1172.00,2798.00,,"",10-4-2015 00:00:00
354,"JPN",1980,1980,2,1,"5842","KRI","OTM","C",,1061.00,126.00,6,,,991,136.00,,,2852.00,3428.00,,"",10-4-2015 00:00:00
355,"JPN",1980,1980,3,2,"5842","KRI","OTM","C",,77.00,12.00,2,,,61,29.00,,,2260.00,3180.00,,"",10-4-2015 00:00:00
356,"JPN",1980,1979,12,11,"5843","KRI","OTM","C",10,7.00,7.00,1,,,,8.00,,,3265.00,4900.00,,"",10-4-2015 00:00:00
357,"JPN",1980,1979,12,11,"5844","KRI","OTM","C",10,10.00,4.00,1,,,,4.00,,,3265.00,4900.00,,"",10-4-2015 00:00:00
358,"JPN",1981,1980,12,11,"481","KRI","OTM","C",10,6.00,2.00,1,,,12,2.00,,,3264.00,4900.00,,"",10-4-2015 00:00:00
359,"JPN",1981,1981,1,12,"481","KRI","OTM","C",10,81.00,30.00,1,,,299,31.00,,,3264.00,4900.00,,"",10-4-2015 00:00:00
360,"JPN",1981,1981,2,1,"481","KRI","OTM","C",10,98.00,21.00,1,,,173,26.00,,,3264.00,4900.00,,"",10-4-2015 00:00:00
361,"JPN",1981,1981,3,2,"481","KRI","OTM","C",10,39.00,14.00,1,,,107,14.00,,,3264.00,4900.00,,"",10-4-2015 00:00:00
362,"JPN",1981,1981,3,2,"881","KRI","OTM","C",10,126.00,12.00,1,,,88,14.00,,,3608.00,3900.00,,"",10-4-2015 00:00:00
363,"JPN",1981,1980,12,11,"882","KRI","OTM","C",10,100.00,1.00,1,,,,1.00,,,3264.00,4900.00,,"",10-4-2015 00:00:00
364,"JPN",1981,1980,12,11,"883","KRI","OTM","C",10,3.00,3.00,1,,,11,3.00,,,3264.00,4900.00,,"",10-4-2015 00:00:00
365,"JPN",1981,1981,2,1,"883","KRI","OTM","C",10,30.00,5.00,1,,,55,5.00,,,3264.00,4900.00,,"",10-4-2015 00:00:00
366,"JPN",1981,1981,3,2,"883","KRI","OTM","C",10,13.00,6.00,1,,,36,6.00,,,3264.00,4900.00,,"",10-4-2015 00:00:00
367,"JPN",1981,1980,12,11,"5841","KRI","OTM","C",,14.00,3.00,1,,,25,3.00,,,3608.00,3900.00,,"",10-4-2015 00:00:00
368,"JPN",1981,1981,1,12,"5841","KRI","OTM","C",,434.00,75.00,9,,,458,83.00,,,711.00,2467.00,,"",10-4-2015 00:00:00
369,"JPN",1981,1981,2,1,"5841","KRI","OTM","C",,2453.00,302.00,11,,,1607,310.00,,,1109.00,2635.00,,"",10-4-2015 00:00:00
370,"JPN",1981,1981,3,2,"5841","KRI","OTM","C",,1894.00,194.00,9,,,1085,227.00,,,711.00,2467.00,,"",10-4-2015 00:00:00
371,"JPN",1981,1981,4,3,"5841","KRI","OTM","C",,100.00,16.00,1,,,100,16.00,,,3608.00,3900.00,,"",10-4-2015 00:00:00
372,"JPN",1981,1981,2,1,"5842","KRI","OTM","C",10,139.00,13.00,2,,,91,13.00,,,2902.00,3395.00,,"",10-4-2015 00:00:00
373,"JPN",1981,1981,3,2,"5842","KRI","OTM","C",10,727.00,55.00,2,,,387,56.00,,,2902.00,3395.00,,"",10-4-2015 00:00:00
374,"JPN",1981,1981,4,3,"5842","KRI","OTM","C",10,124.00,10.00,2,,,65,11.00,,,2902.00,3395.00,,"",10-4-2015 00:00:00
375,"JPN",1982,1981,12,11,"481","KRI","OTM","C",10,57.00,24.00,1,,,168,25.00,,,3765.00,4900.00,,"",10-4-2015 00:00:00
376,"JPN",1982,1982,1,12,"481","KRI","OTM","C",10,65.00,30.00,1,,,251,31.00,,,3765.00,4900.00,,"",10-4-2015 00:00:00
377,"JPN",1982,1982,2,1,"481","KRI","OTM","C",10,93.00,14.00,1,,,94,30.00,,,3765.00,4900.00,,"",10-4-2015 00:00:00
378,"JPN",1982,1982,3,2,"481","KRI","OTM","C",10,103.00,24.00,1,,,191,28.00,,,3765.00,4900.00,,"",10-4-2015 00:00:00
379,"JPN",1982,1982,4,3,"481","KRI","OTM","C",10,6.00,6.00,1,,,15,8.00,,,3765.00,4900.00,,"",10-4-2015 00:00:00
380,"JPN",1982,1982,2,1,"482","KRI","OTM","C",10,23.00,6.00,1,,,31,6.00,,,3765.00,4900.00,,"",10-4-2015 00:00:00
381,"JPN",1982,1982,4,3,"482","KRI","OTM","C",10,14.00,6.00,1,,,37,6.00,,,3765.00,4900.00,,"",10-4-2015 00:00:00
382,"JPN",1982,1982,2,1,"881","KRI","OTM","C",10,28.00,2.00,1,,,19,2.00,,,3608.00,3900.00,,"",10-4-2015 00:00:00
383,"JPN",1982,1982,3,2,"881","KRI","OTM","C",10,279.00,26.00,1,,,174,28.00,,,3608.00,3900.00,,"",10-4-2015 00:00:00
384,"JPN",1982,1982,4,3,"881","KRI","OTM","C",10,91.00,9.00,1,,,59,9.00,,,3608.00,3900.00,,"",10-4-2015 00:00:00
385,"JPN",1982,1982,1,12,"5841","KRI","OTM","C",,439.00,96.00,8,,,633,101.00,,,978.00,2775.00,,"",10-4-2015 00:00:00
386,"JPN",1982,1982,2,1,"5841","KRI","OTM","C",,2016.00,265.00,11,,,1463,295.00,,,1514.00,3063.00,,"",10-4-2015 00:00:00
387,"JPN",1982,1982,3,2,"5841","KRI","OTM","C",,1812.00,206.00,10,,,1068,234.00,,,1305.00,2979.00,,"",10-4-2015 00:00:00
388,"JPN",1982,1982,4,3,"5841","KRI","OTM","C",,333.00,50.00,4,,,232,52.00,,,3554.00,4348.00,,"",10-4-2015 00:00:00
389,"JPN",1982,1982,1,12,"5842","KRI","OTM","C",,33.00,9.00,1,,,68,9.00,,,5460.00,5700.00,,"",10-4-2015 00:00:00
390,"JPN",1982,1982,2,1,"5842","KRI","OTM","C",,282.00,43.00,2,,,322,48.00,,,4105.00,4600.00,,"",10-4-2015 00:00:00
391,"JPN",1982,1982,3,2,"5842","KRI","OTM","C",,183.00,35.00,2,,,184,42.00,,,4105.00,4600.00,,"",10-4-2015 00:00:00
392,"JPN",1982,1982,4,3,"5842","KRI","OTM","C",,105.00,18.00,1,,,105,18.00,,,2749.00,3500.00,,"",10-4-2015 00:00:00
393,"JPN",1983,1982,11,10,"481","KRI","OTM","C",10,4.00,6.00,1,,,20,6.00,,,3264.00,4900.00,,"",10-4-2015 00:00:00
