iucn_sid,years,cats,stati,pop_trend_desc,calc_trend,pop_trend
22694794,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22694799,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22694805,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22694821,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22694830,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22694834,"1994, 2000, 2004, 2006, 2008, 2010, 2012, 2016","LC, LC, NT, NT, NT, NT, NT, NT","1, 1, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333",decreasing,-0.01453,-1
22694837,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22694841,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",increasing,0,1
22694847,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",increasing,0,1
22694852,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC, NT, NT","1, 1, 1, 1, 1, 1, 0.7333, 0.7333",decreasing,-0.01096,-1
22694856,"1994, 2000, 2004, 2008, 2012, 2016","EX, EX, EX, EX, EX, EX","-0.3333, -0.3333, -0.3333, -0.3333, -0.3333, -0.3333",NA,0,NA
22694861,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",unknown,0,NA
22694864,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22694867,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22694870,"2000, 2004, 2005, 2008, 2010, 2012, 2016","VU, EN, EN, EN, EN, EN, EN","0.4667, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,-0.01212,-1
22694875,"1994, 2000, 2004, 2005, 2008, 2009, 2010, 2012, 2013, 2014, 2016","LC, LC, CR, CR, CR, CR, CR, CR, CR, NT, NT","1, 1, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, 0.7333, 0.7333",decreasing,-0.02615,-1
22694887,"1994, 2000, 2004, 2005, 2007, 2008, 2010, 2012, 2016","NT, VU, VU, VU, VU, VU, VU, VU, VU","0.7333, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",decreasing,-0.00954,-1
22694896,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22694899,"1994, 1996, 2000, 2004, 2005, 2007, 2008, 2010, 2012, 2016","VU, VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",decreasing,-0,-1
22694903,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC, NT, NT","1, 1, 1, 1, 1, 1, 0.7333, 0.7333",decreasing,-0.01096,-1
22694906,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22694915,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22694918,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22694921,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22694924,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22694927,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC, VU, VU","1, 1, 1, 1, 1, 1, 0.4667, 0.4667",decreasing,-0.02192,-1
22694931,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22694934,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22695021,"1994, 2000, 2004, 2008, 2009, 2012, 2013, 2016","LC, LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1, 1",stable,-0,0
22695036,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",increasing,0,1
22695091,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22695105,"1994, 1996, 2000, 2004, 2008, 2012, 2016","VU, VU, VU, VU, VU, VU, VU","0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",decreasing,0,-1
22695115,"1994, 2000, 2004, 2008, 2009, 2012, 2013, 2016","LC, LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1, 1",stable,-0,0
22695121,"1994, 1996, 2000, 2004, 2008, 2009, 2010, 2012, 2013, 2015, 2016","CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR","-0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667",decreasing,0,-1
22695137,"1994, 2000, 2004, 2005, 2008, 2009, 2012, 2013, 2015, 2016","NT, NT, NT, LC, LC, LC, LC, LC, LC, LC","0.7333, 0.7333, 0.7333, 1, 1, 1, 1, 1, 1, 1",increasing,0.01509,1
22695144,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",increasing,0,1
22695147,"1994, 1996, 2000, 2004, 2007, 2008, 2012, 2013, 2016","VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",decreasing,0,-1
22695163,"1994, 2000, 2004, 2008, 2012, 2015, 2016","NT, NT, NT, NT, NT, NT, NT","0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333",decreasing,0,-1
22695293,"2002, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1",stable,-0,0
22695344,"1994, 2000, 2004, 2008, 2009, 2012, 2013, 2015, 2016","LC, LC, LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1, 1, 1",increasing,0,1
22695363,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22695909,"1994, 1996, 2000, 2004, 2006, 2008, 2012, 2016","VU, VU, VU, VU, VU, VU, VU, VU","0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",stable,0,0
22696247,"1994, 2000, 2004, 2008, 2012, 2016","NT, NT, NT, NT, NT, NT","0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333",stable,-0,0
22696354,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22696391,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",increasing,0,1
22696453,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1, 1",stable,-0,0
22696495,"1994, 2000, 2004, 2008, 2010, 2012, 2013, 2015, 2016","LC, LC, EN, EN, VU, EN, EN, EN, EN","1, 1, 0.2, 0.2, 0.4667, 0.2, 0.2, 0.2, 0.2",decreasing,-0.03932,-1
22696500,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1, 1",stable,-0,0
22696545,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22696565,"1994, 1996, 2000, 2004, 2008, 2010, 2012, 2016","VU, VU, VU, VU, VU, VU, VU, VU","0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",decreasing,0,-1
22696589,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22696596,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22696599,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22696602,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",unknown,0,NA
22696606,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC, VU, VU","1, 1, 1, 1, 1, 1, 0.4667, 0.4667",decreasing,-0.02192,-1
22696610,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",unknown,0,NA
22696628,"1994, 2000, 2004, 2006, 2007, 2008, 2009, 2012, 2013, 2015, 2016","NT, NT, NT, NT, NT, NT, EN, CR, CR, CR, CR","0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.2, -0.0667, -0.0667, -0.0667, -0.0667",decreasing,-0.04854,-1
22696637,"1994, 2000, 2004, 2008, 2009, 2012, 2013, 2016","LC, LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1, 1",decreasing,-0,-1
22696641,"1994, 2000, 2004, 2008, 2009, 2012, 2013, 2016","LC, LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1, 1",stable,-0,0
22696645,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22696649,"1994, 1996, 2000, 2004, 2005, 2006, 2008, 2010, 2012, 2016","VU, VU, CR, CR, EN, EN, EN, EN, EN, EN","0.4667, 0.4667, -0.0667, -0.0667, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",stable,-0.00863,0
22696657,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",increasing,0,1
22696668,"1994, 2000, 2004, 2007, 2008, 2012, 2016","NT, VU, VU, VU, VU, VU, VU","0.7333, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",decreasing,-0.00973,-1
22696675,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",increasing,0,1
22696683,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22696686,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22696694,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22696698,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22696705,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22696712,"1994, 2000, 2004, 2006, 2008, 2012, 2016","NT, NT, NT, NT, NT, NT, NT","0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333",decreasing,0,-1
22696719,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22696725,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22696730,"1994, 2000, 2004, 2006, 2008, 2010, 2012, 2015, 2016","NT, NT, NT, NT, NT, NT, NT, NT, NT","0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333",stable,0,0
22696734,"1994, 2000, 2004, 2005, 2008, 2009, 2012, 2016","NT, NT, NT, LC, LC, LC, LC, LC","0.7333, 0.7333, 0.7333, 1, 1, 1, 1, 1",increasing,0.01597,1
22696743,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",unknown,0,NA
22696750,"1994, 2000, 2004, 2008, 2012, 2015, 2016","EX, EX, EX, EX, EX, EX, EX","-0.3333, -0.3333, -0.3333, -0.3333, -0.3333, -0.3333, -0.3333",NA,-0,NA
22696753,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22696756,"1994, 1996, 2000, 2004, 2005, 2008, 2010, 2011, 2012, 2013, 2016","VU, VU, EN, EN, EN, EN, EN, VU, VU, VU, VU","0.4667, 0.4667, 0.2, 0.2, 0.2, 0.2, 0.2, 0.4667, 0.4667, 0.4667, 0.4667",stable,0.00226,0
22696766,"1994, 2000, 2004, 2006, 2008, 2010, 2012, 2013, 2015, 2016","NT, VU, EN, EN, EN, EN, EN, EN, EN, EN","0.7333, 0.4667, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,-0.02157,-1
22696770,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",unknown,0,NA
22696773,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",increasing,0,1
22696776,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",increasing,0,1
22696779,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",unknown,0,NA
22696782,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",unknown,0,NA
22696788,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",unknown,0,NA
22696792,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",increasing,0,1
22696799,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",unknown,0,NA
22696802,"1994, 2000, 2004, 2005, 2006, 2008, 2010, 2012, 2016","NT, VU, VU, VU, VU, VU, VU, VU, VU","0.7333, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",decreasing,-0.00947,-1
22696806,"1994, 2000, 2004, 2006, 2008, 2010, 2012, 2013, 2015, 2016","LC, NT, NT, NT, NT, NT, NT, EN, EN, EN","1, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.2, 0.2, 0.2",decreasing,-0.03352,-1
22696810,"1994, 2000, 2004, 2006, 2008, 2010, 2012, 2014, 2016","LC, LC, NT, NT, NT, NT, NT, NT, NT","1, 1, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333",decreasing,-0.01373,-1
22696813,"2014, 2016","LC, LC","1, 1",unknown,NA,NA
22696840,"1994, 1996, 2000, 2004, 2005, 2006, 2008, 2012, 2016","VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",stable,0,0
22696846,"1994, 1996, 2000, 2004, 2005, 2008, 2010, 2012, 2016","VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",unknown,0,NA
22696853,"1994, 1996, 2000, 2004, 2005, 2006, 2008, 2010, 2012, 2016","VU, VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",decreasing,-0,-1
22696861,"1994, 1996, 2000, 2004, 2005, 2007, 2008, 2009, 2010, 2012, 2016","VU, VU, EN, EN, CR, CR, CR, CR, CR, CR, CR","0.4667, 0.4667, 0.2, 0.2, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667",decreasing,-0.02929,-1
22696869,"1994, 1996, 2000, 2004, 2005, 2008, 2010, 2012, 2016","VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",stable,0,0
22696876,"1994, 1996, 2000, 2004, 2005, 2008, 2010, 2012, 2016","VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",stable,0,0
22696883,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",unknown,0,NA
22696887,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22696894,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22696898,"1994, 2000, 2004, 2006, 2007, 2008, 2010, 2012, 2016","NT, NT, NT, NT, NT, NT, NT, NT, NT","0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333",decreasing,0,-1
22696901,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",unknown,0,NA
22696907,"1994, 1996, 2000, 2004, 2005, 2006, 2008, 2010, 2012, 2016","VU, VU, VU, VU, EN, EN, EN, EN, EN, EN","0.4667, 0.4667, 0.4667, 0.4667, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,-0.01626,-1
22696916,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, NT, NT, NT","1, 1, 1, 1, 0.7333, 0.7333, 0.7333",increasing,-0.014880000000000001,1
22696926,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22696931,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22696938,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",unknown,0,NA
22696944,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22696974,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",increasing,0,1
22696977,"1994, 1996, 2000, 2004, 2008, 2012, 2016","EN, EN, VU, VU, VU, VU, VU","0.2, 0.2, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",decreasing,0.01228,-1
22696993,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",unknown,0,NA
22696998,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",increasing,0,1
22697004,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22697008,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",increasing,0,1
22697012,"1994, 1996, 2000, 2004, 2006, 2008, 2012, 2016","VU, VU, VU, EN, EN, EN, EN, EN","0.4667, 0.4667, 0.4667, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,-0.01544,-1
22697017,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22697028,"1994, 2000, 2004, 2008, 2009, 2012, 2016","NT, LC, LC, LC, LC, LC, LC","0.7333, 1, 1, 1, 1, 1, 1",decreasing,0.00973,-1
22697031,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22697037,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22697043,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",unknown,0,NA
22697123,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",unknown,0,NA
22697128,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",unknown,0,NA
22697133,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22697143,"1994, 2000, 2004, 2006, 2008, 2012, 2016","NT, VU, EN, EN, EN, EN, EN","0.7333, 0.4667, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,-0.02403,-1
22697203,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22697211,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22697219,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22697314,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22697317,"1994, 2000, 2004, 2008, 2009, 2012, 2016","NT, LC, LC, LC, LC, LC, LC","0.7333, 1, 1, 1, 1, 1, 1",decreasing,0.00973,-1
22697334,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22697353,"1994, 1996, 2000, 2004, 2006, 2008, 2009, 2012, 2014, 2016","EN, EN, VU, EN, EN, EN, EN, EN, EN, EN","0.2, 0.2, 0.4667, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,-0.00317,-1
22697360,"2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1",increasing,-0,1
22697365,"1994, 2000, 2004, 2006, 2008, 2012, 2014, 2016","LC, NT, NT, NT, NT, NT, NT, NT","1, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333",decreasing,-0.00887,-1
22697369,"1994, 2000, 2004, 2006, 2008, 2012, 2015, 2016","NT, NT, NT, NT, NT, NT, NT, NT","0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333",decreasing,-0,-1
22697422,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22697488,"1994, 1996, 2000, 2004, 2005, 2008, 2009, 2010, 2012, 2013, 2015, 2016","CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR","-0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667",decreasing,0,-1
22697510,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","1, 1, 1, 1, 1",decreasing,0,-1
22697516,"1994, 2000, 2004, 2006, 2008, 2012, 2016","NT, NT, NT, NT, NT, NT, NT","0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333",decreasing,0,-1
22697519,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22697555,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1, 1",unknown,-0,NA
22697561,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22697564,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22697568,"1994, 1996, 2000, 2004, 2006, 2008, 2012, 2014, 2015, 2016","CR, CR, EN, EN, EN, EN, EN, EN, EN, EN","-0.0667, -0.0667, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",stable,0.01083,0
22697590,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",unknown,0,NA
22697595,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
