"sciname","class","order","family","genus","species","authority","sid","modified.year","category","criteria","habitat"
"Coris julis","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Coris","julis","(Linnaeus, 1758)",187752,2010,"LC","","Marine"
"Coris lepomis","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Coris","lepomis","(Bennett, 1828)",187602,2010,"LC","","Marine"
"Coris longipes","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Coris","longipes","(Günther, 1862)",187406,2010,"LC","","Marine"
"Coris marquesensis","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Coris","marquesensis","Randall, 1999",187386,2010,"LC","","Marine"
"Coris multicolor","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Coris","multicolor","(Quoy &amp; Gaimard, 1834)",155006,2010,"LC","","Marine"
"Coris musume","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Coris","musume","(Jordan &amp; Snyder, 1904)",187663,2010,"LC","","Marine"
"Coris nigrotaenia","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Coris","nigrotaenia","Mee &amp; Hare, 1995",187372,2010,"DD","","Marine"
"Coris pallida","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Coris","pallida","(Bleeker, 1856)",187417,2010,"LC","","Marine"
"Coris papuensis","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Coris","papuensis","(Bleeker, 1856)",187417,2010,"LC","","Marine"
"Coris philippina","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Coris","philippina","(Hubrecht, 1876)",187472,2010,"LC","","Marine"
"Coris picta","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Coris","picta","(Bloch &amp; Schneider, 1801)",187679,2010,"LC","","Marine"
"Coris pictoides","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Coris","pictoides","Randall &amp; Kuiter, 1982",187394,2010,"LC","","Marine"
"Coris pictus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Coris","pictus","(Bloch &amp; Schneider, 1801)",187679,2010,"LC","","Marine"
"Coris pulcherrima","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Coris","pulcherrima","(Quoy &amp; Gaimard, 1824)",187436,2010,"LC","","Marine"
"Coris rex","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Coris","rex","(Hector, 1884)",187773,2010,"LC","","Marine"
"Coris rosea","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Coris","rosea","Vaillant &amp; Sauvage, 1875",187498,2010,"LC","","Marine"
"Coris roseoviridis","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Coris","roseoviridis","Randall, 1999",187603,2010,"LC","","Marine"
"Coris sandageri","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Coris","sandageri","(Hector, 1884)",187773,2010,"LC","","Marine"
"Coris sandeyeri","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Coris","sandeyeri","(Hector, 1884)",187773,2010,"LC","","Marine"
"Coris schauinslandii","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Coris","schauinslandii","Vaillant &amp; Sauvage, 1875",187498,2010,"LC","","Marine"
"Coris schroederi","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Coris","schroederi","(Bleeker, 1856)",187417,2010,"LC","","Marine"
"Coris speciosa","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Coris","speciosa","(Linnaeus, 1758)",187752,2010,"LC","","Marine"
"Coris taeniatus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Coris","taeniatus","(Linnaeus, 1758)",187752,2010,"LC","","Marine"
"Coris trimaculata","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Coris","trimaculata","(Hector, 1884)",187773,2010,"LC","","Marine"
"Coris variegata","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Coris","variegata","Lacepède, 1801",187802,2010,"LC","","Marine"
"Coris variegata","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Coris","variegata","(Rüppell, 1835)",187379,2010,"LC","","Marine"
"Coris variegatus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Coris","variegatus","(Rüppell, 1835)",187379,2010,"LC","","Marine"
"Coris venusta","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Coris","venusta","Vaillant &amp; Sauvage, 1875",187785,2010,"LC","","Marine"
"Corvina acutirostris","ACTINOPTERYGII","PERCIFORMES","SCIAENIDAE","Corvina","acutirostris","Gill, 1863",183984,2010,"LC","","Marine"
"Corvina chrysoleuca","ACTINOPTERYGII","PERCIFORMES","SCIAENIDAE","Corvina","chrysoleuca","(Günther, 1867)",183740,2010,"LC","","Marine"
"Corvina deliciosa","ACTINOPTERYGII","PERCIFORMES","SCIAENIDAE","Corvina","deliciosa","(Tschudi, 1846)",183565,2010,"LC","","Marine"
"Corvina fuerthii","ACTINOPTERYGII","PERCIFORMES","SCIAENIDAE","Corvina","fuerthii","(Steindachner, 1876)",154662,2010,"LC","","Marine"
"Corvina jacobi","ACTINOPTERYGII","PERCIFORMES","SCIAENIDAE","Corvina","jacobi","(Girard, 1858)",183409,2010,"DD","","Marine"
"Corvina macrops","ACTINOPTERYGII","PERCIFORMES","SCIAENIDAE","Corvina","macrops","(Steindachner, 1876)",183510,2010,"DD","","Marine"
"Corvina ophioscion","ACTINOPTERYGII","PERCIFORMES","SCIAENIDAE","Corvina","ophioscion","Gill, 1863",183523,2010,"LC","","Marine"
"Corvina oxyptera","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Corvina","oxyptera","(Valenciennes, 1828)",132727,2008,"LC","","Marine"
"Corvina stearnsii","ACTINOPTERYGII","PERCIFORMES","SCIAENIDAE","Corvina","stearnsii","(Steindachner, 1876)",183830,2010,"LC","","Marine"
"Corvina vermicularis","ACTINOPTERYGII","PERCIFORMES","SCIAENIDAE","Corvina","vermicularis","(Günther, 1867)",183995,2010,"LC","","Marine"
"Corvula eurymesops","ACTINOPTERYGII","PERCIFORMES","SCIAENIDAE","Corvula","eurymesops","(Heller &amp; Snodgrass, 1903)",183445,2010,"VU","D2","Marine"
"Corvula macrops","ACTINOPTERYGII","PERCIFORMES","SCIAENIDAE","Corvula","macrops","(Steindachner, 1876)",183510,2010,"DD","","Marine"
"Corvus caurinus","AVES","PASSERIFORMES","CORVIDAE","Corvus","caurinus","Baird, 1858",22705986,2012,"LC","","Marine"
"Corvus corone","AVES","PASSERIFORMES","CORVIDAE","Corvus","corone","Linnaeus, 1758",22706016,2014,"LC","","Marine"
"Corvus coronoides","AVES","PASSERIFORMES","CORVIDAE","Corvus","coronoides","Vigors & Horsfield, 1827",22706033,2012,"LC","","Marine"
"Corvus macrorhynchos","AVES","PASSERIFORMES","CORVIDAE","Corvus","macrorhynchos","Wagler, 1827",22706019,2012,"LC","","Marine"
"Corvus monedula","AVES","PASSERIFORMES","CORVIDAE","Corvus","monedula","Linnaeus, 1758",22705929,2014,"LC","","Marine"
"Corvus orru","AVES","PASSERIFORMES","CORVIDAE","Corvus","orru","Bonaparte, 1851",22706027,2012,"LC","","Marine"
"Corvus ossifragus","AVES","PASSERIFORMES","CORVIDAE","Corvus","ossifragus","Wilson, 1812",22705993,2012,"LC","","Marine"
"Corvus sinaloae","AVES","PASSERIFORMES","CORVIDAE","Corvus","sinaloae","Davis, 1958",22705999,2012,"LC","","Marine"
"Corynophorus compressus","ACTINOPTERYGII","LOPHIIFORMES","HIMANTOLOPHIDAE","Corynophorus","compressus","(Osório, 1909)",18127828,2014,"DD","","Marine"
"Coryphaena argyrurus","ACTINOPTERYGII","PERCIFORMES","CORYPHAENIDAE","Coryphaena","argyrurus","Linnaeus, 1758",154712,2011,"LC","","Marine"
"Coryphaena aurata","ACTINOPTERYGII","PERCIFORMES","CORYPHAENIDAE","Coryphaena","aurata","Linnaeus, 1758",170350,2011,"LC","","Marine"
"Coryphaena azorica","ACTINOPTERYGII","PERCIFORMES","CORYPHAENIDAE","Coryphaena","azorica","Linnaeus, 1758",170350,2011,"LC","","Marine"
"Coryphaena branchiostega","ACTINOPTERYGII","PERCIFORMES","MALACANTHIDAE","Coryphaena","branchiostega","(Houttuyn, 1782)",155243,2010,"LC","","Marine"
"Coryphaena chrysurus","ACTINOPTERYGII","PERCIFORMES","CORYPHAENIDAE","Coryphaena","chrysurus","Linnaeus, 1758",154712,2011,"LC","","Marine"
"Coryphaena coerulea","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Coryphaena","coerulea","(Edwards, 1771)",190709,2012,"LC","","Marine"
"Coryphaena dolfyn","ACTINOPTERYGII","PERCIFORMES","CORYPHAENIDAE","Coryphaena","dolfyn","Linnaeus, 1758",154712,2011,"LC","","Marine"
"Coryphaena dorado","ACTINOPTERYGII","PERCIFORMES","CORYPHAENIDAE","Coryphaena","dorado","Linnaeus, 1758",154712,2011,"LC","","Marine"
"Coryphaena equiselis","ACTINOPTERYGII","PERCIFORMES","CORYPHAENIDAE","Coryphaena","equiselis","Linnaeus, 1758",170350,2011,"LC","","Marine"
"Coryphaena equisetis","ACTINOPTERYGII","PERCIFORMES","CORYPHAENIDAE","Coryphaena","equisetis","Linnaeus, 1758",170350,2011,"LC","","Marine"
"Coryphaena fasciolata","ACTINOPTERYGII","PERCIFORMES","CORYPHAENIDAE","Coryphaena","fasciolata","Linnaeus, 1758",154712,2011,"LC","","Marine"
"Coryphaena hippurus","ACTINOPTERYGII","PERCIFORMES","CORYPHAENIDAE","Coryphaena","hippurus","Linnaeus, 1758",154712,2011,"LC","","Marine"
"Coryphaena immaculata","ACTINOPTERYGII","PERCIFORMES","CORYPHAENIDAE","Coryphaena","immaculata","Linnaeus, 1758",154712,2011,"LC","","Marine"
"Coryphaena imperialis","ACTINOPTERYGII","PERCIFORMES","CORYPHAENIDAE","Coryphaena","imperialis","Linnaeus, 1758",154712,2011,"LC","","Marine"
"Coryphaena japonica","ACTINOPTERYGII","PERCIFORMES","MALACANTHIDAE","Coryphaena","japonica","(Houttuyn, 1782)",155243,2010,"LC","","Marine"
"Coryphaena japonica","ACTINOPTERYGII","PERCIFORMES","CORYPHAENIDAE","Coryphaena","japonica","Linnaeus, 1758",154712,2011,"LC","","Marine"
"Coryphaena lessonii","ACTINOPTERYGII","PERCIFORMES","CORYPHAENIDAE","Coryphaena","lessonii","Linnaeus, 1758",170350,2011,"LC","","Marine"
"Coryphaena lineata","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Coryphaena","lineata","(Linnaeus, 1758)",187696,2010,"LC","","Marine"
"Coryphaena lineolata","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Coryphaena","lineolata","(Linnaeus, 1758)",187696,2010,"LC","","Marine"
"Coryphaena margravii","ACTINOPTERYGII","PERCIFORMES","CORYPHAENIDAE","Coryphaena","margravii","Linnaeus, 1758",154712,2011,"LC","","Marine"
"Coryphaena nortoniana","ACTINOPTERYGII","PERCIFORMES","CORYPHAENIDAE","Coryphaena","nortoniana","Linnaeus, 1758",154712,2011,"LC","","Marine"
"Coryphaena novacula","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Coryphaena","novacula","(Linnaeus, 1758)",187696,2010,"LC","","Marine"
"Coryphaena perciformis","ACTINOPTERYGII","PERCIFORMES","CENTROLOPHIDAE","Coryphaena","perciformis","(Mitchill, 1818)",155081,2010,"LC","","Marine"
"Coryphaena psittacus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Coryphaena","psittacus","(Linnaeus, 1758)",187696,2010,"LC","","Marine"
"Coryphaena scomberoides","ACTINOPTERYGII","PERCIFORMES","CORYPHAENIDAE","Coryphaena","scomberoides","Linnaeus, 1758",154712,2011,"LC","","Marine"
"Coryphaena socialis","ACTINOPTERYGII","PERCIFORMES","CORYPHAENIDAE","Coryphaena","socialis","Linnaeus, 1758",170350,2011,"LC","","Marine"
"Coryphaena suerii","ACTINOPTERYGII","PERCIFORMES","CORYPHAENIDAE","Coryphaena","suerii","Linnaeus, 1758",154712,2011,"LC","","Marine"
"Coryphaena virgata","ACTINOPTERYGII","PERCIFORMES","CORYPHAENIDAE","Coryphaena","virgata","Linnaeus, 1758",154712,2011,"LC","","Marine"
"Coryphaena vlamingii","ACTINOPTERYGII","PERCIFORMES","CORYPHAENIDAE","Coryphaena","vlamingii","Linnaeus, 1758",154712,2011,"LC","","Marine"
"Coryphaenoides ariommus","ACTINOPTERYGII","GADIFORMES","MACROURIDAE","Coryphaenoides","ariommus","Gilbert &amp; Thompson, 1916",154781,2010,"LC","","Marine"
"Coryphaenoides camurus","ACTINOPTERYGII","GADIFORMES","MACROURIDAE","Coryphaenoides","camurus","(Smith &amp; Radcliffe, 1912",180115,2013,"DD","","Marine"
"Coryphaenoides dubius","ACTINOPTERYGII","GADIFORMES","MACROURIDAE","Coryphaenoides","dubius","(Smith &amp; Radcliffe, 1912",180116,2013,"DD","","Marine"
"Coryphaenoides houttuynii","ACTINOPTERYGII","PERCIFORMES","MALACANTHIDAE","Coryphaenoides","houttuynii","(Houttuyn, 1782)",155243,2010,"LC","","Marine"
"Coryphaenoides nasutus","ACTINOPTERYGII","GADIFORMES","MACROURIDAE","Coryphaenoides","nasutus","Günther, 1877",154702,2010,"LC","","Marine"
"Coryphaenoides profundicolus","ACTINOPTERYGII","GADIFORMES","MACROURIDAE","Coryphaenoides","profundicolus","(Nybelin, 1957)",18125838,2014,"LC","","Marine"
"Coryphaenoides quadripennatus","ACTINOPTERYGII","GADIFORMES","MACROURIDAE","Coryphaenoides","quadripennatus","Makushok, 1976",154890,2010,"LC","","Marine"
"Coryphaenoides sublaevis","ACTINOPTERYGII","GADIFORMES","MACROURIDAE","Coryphaenoides","sublaevis","Goode &amp; Bean, 1885",155265,2010,"LC","","Marine"
"Coryphaenoides subserrulatus","ACTINOPTERYGII","GADIFORMES","MACROURIDAE","Coryphaenoides","subserrulatus","Makushok, 1976",154890,2010,"LC","","Marine"
"Coryphoblennius galerita","ACTINOPTERYGII","PERCIFORMES","BLENNIIDAE","Coryphoblennius","galerita","(Linnaeus, 1758)",185165,2014,"LC","","Marine"
"Coryphopterus hyalinus","ACTINOPTERYGII","PERCIFORMES","GOBIIDAE","Coryphopterus","hyalinus","Böhlke &amp; Robins, 1962",155021,2010,"LC","","Marine"
"Coryphopterus urospilus","ACTINOPTERYGII","PERCIFORMES","GOBIIDAE","Coryphopterus","urospilus","Ginsburg, 1938",183421,2010,"LC","","Marine"
"Corythoichthys amplexus","ACTINOPTERYGII","SYNGNATHIFORMES","SYNGNATHIDAE","Corythoichthys","amplexus","Dawson &amp; Randall, 1975",155165,2010,"LC","","Marine"
"Corythoichthys flindersi","ACTINOPTERYGII","SYNGNATHIFORMES","SYNGNATHIDAE","Corythoichthys","flindersi","(Waite &amp; Hale, 1921)",155285,2012,"VU","B1b(iii)c(ii)+2b(iii)c(ii)","Marine"
"Corythoichutys amplexus","ACTINOPTERYGII","SYNGNATHIFORMES","SYNGNATHIDAE","Corythoichutys","amplexus","Dawson &amp; Randall, 1975",155165,2010,"LC","","Marine"
"Corythornis cristatus","AVES","CORACIIFORMES","ALCEDINIDAE","Corythornis","cristatus","(Pallas, 1764)",61650582,2014,"LC","","Marine"
"Corythornis leucogaster","AVES","CORACIIFORMES","ALCEDINIDAE","Corythornis","leucogaster","(Fraser, 1843)",22683112,2012,"LC","","Marine"
"Corythornis nais","AVES","CORACIIFORMES","ALCEDINIDAE","Corythornis","nais","(Kaup, 1848)",22683106,2014,"LC","","Marine"
"Corythornis thomensis","AVES","CORACIIFORMES","ALCEDINIDAE","Corythornis","thomensis","Salvadori, 1902",22683099,2014,"LC","","Marine"
"Corythornis vintsioides","AVES","CORACIIFORMES","ALCEDINIDAE","Corythornis","vintsioides","(Eydoux &amp; Gervais, 1836)",22683093,2012,"LC","","Marine"
"Corythroichthys quinquarius","ACTINOPTERYGII","SYNGNATHIFORMES","SYNGNATHIDAE","Corythroichthys","quinquarius","(Cantor, 1849)",172469,2013,"LC","","Marine"
"Coscinaraea columna","ANTHOZOA","SCLERACTINIA","SIDERASTREIDAE","Coscinaraea","columna","Dana 1846",133428,2014,"LC","","Marine"
"Coscinaraea crassa","ANTHOZOA","SCLERACTINIA","SIDERASTREIDAE","Coscinaraea","crassa","Veron and Pichon 1980",132991,2008,"NT","","Marine"
"Coscinaraea exesa","ANTHOZOA","SCLERACTINIA","SIDERASTREIDAE","Coscinaraea","exesa","Dana 1846",133176,2008,"LC","","Marine"
"Coscinaraea hahazimaensis","ANTHOZOA","SCLERACTINIA","SIDERASTREIDAE","Coscinaraea","hahazimaensis","Yabe and Sugiyama 1936",133684,2008,"VU","B1ab(iii)","Marine"
"Coscinaraea marshae","ANTHOZOA","SCLERACTINIA","SIDERASTREIDAE","Coscinaraea","marshae","Wells 1962",133163,2008,"LC","","Marine"
"Coscinaraea mcneilli","ANTHOZOA","SCLERACTINIA","SIDERASTREIDAE","Coscinaraea","mcneilli","Wells 1962",133077,2008,"LC","","Marine"
"Coscinaraea monile","ANTHOZOA","SCLERACTINIA","SIDERASTREIDAE","Coscinaraea","monile","Foskål 1775",133323,2008,"LC","","Marine"
"Coscinaraea wellsi","ANTHOZOA","SCLERACTINIA","SIDERASTREIDAE","Coscinaraea","wellsi","Veron and Pichon 1980",133408,2008,"LC","","Marine"
"Cosmocampus arctus","ACTINOPTERYGII","SYNGNATHIFORMES","SYNGNATHIDAE","Cosmocampus","arctus","(Jenkins &amp; Evermann, 1889)",183353,2010,"LC","","Marine"
"Cosmocampus elucens","ACTINOPTERYGII","SYNGNATHIFORMES","SYNGNATHIDAE","Cosmocampus","elucens","(Poey, 1868)",155212,2010,"LC","","Marine"
"Cossyphus albotaeniatus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Cossyphus","albotaeniatus","(Lacepède, 1801)",187554,2010,"LC","","Marine"
"Cossyphus albotaeniatus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Cossyphus","albotaeniatus","(Valenciennes, 1839)",187404,2010,"LC","","Marine"
"Cossyphus darwini","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Cossyphus","darwini","(Jenyns, 1842)",183327,2010,"DD","","Marine"
"Cossyphus dimidiatus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Cossyphus","dimidiatus","(Valenciennes, 1839)",187396,2010,"LC","","Marine"
"Cossyphus echis","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Cossyphus","echis","(Bleeker, 1857)",187477,2010,"LC","","Marine"
"Cossyphus eclancheri","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Cossyphus","eclancheri","(Valenciennes, 1846)",183539,2010,"LC","","Marine"
"Cossyphus filamentosus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Cossyphus","filamentosus","(Valenciennes, 1839)",187684,2010,"LC","","Marine"
"Cossyphus frenchii","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Cossyphus","frenchii","(Klunzinger, 1879)",187506,2010,"NT","","Marine"
"Cossyphus macrodon","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Cossyphus","macrodon","(Bloch, 1791)",187578,2010,"LC","","Marine"
"Cossyphus maxillosus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Cossyphus","maxillosus","(Günther, 1862)",187747,2010,"LC","","Marine"
"Cossyphus neilli","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Cossyphus","neilli","(Day, 1867)",187661,2010,"LC","","Marine"
"Cossyphus nigromaculatus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Cossyphus","nigromaculatus","(Quoy &amp; Gaimard, 1834)",187781,2010,"LC","","Marine"
"Cossyphus opercularis","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Cossyphus","opercularis","Randall, 1981",187651,2010,"LC","","Marine"
"Cossyphus opercularis","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Cossyphus","opercularis","(Guichenot, 1847)",187378,2010,"LC","","Marine"
"Cossyphus oxycephalus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Cossyphus","oxycephalus","(Bleeker, 1862)",187804,2010,"DD","","Marine"
"Cossyphus puellaris","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Cossyphus","puellaris","(Poey, 1860)",187613,2010,"DD","","Marine"
"Cossyphus pulchellus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Cossyphus","pulchellus","(Poey, 1860)",187570,2010,"LC","","Marine"
"Cossyphus reticulatus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Cossyphus","reticulatus","(Valenciennes, 1839)",44685,2004,"DD","","Marine"
"Cossyphus scrofa","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Cossyphus","scrofa","(Valenciennes, 1839)",187495,2010,"VU","B2ab(iv,v)","Marine"
"Cossyphus taeniops","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Cossyphus","taeniops","(Peters, 1855)",187795,2010,"LC","","Marine"
"Cossyphus tredecimspinosus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Cossyphus","tredecimspinosus","(Bowdich, 1825)",187493,2010,"DD","","Marine"
"Cossyphus unilineatus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Cossyphus","unilineatus","(Guichenot, 1847)",187631,2010,"LC","","Marine"
"Cossyphus unimaculatus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Cossyphus","unimaculatus","(Günther, 1862)",187812,2010,"LC","","Marine"
"Cossyphus vulpinus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Cossyphus","vulpinus","(Richardson, 1850)",187553,2010,"LC","","Marine"
"Cottoclinus canops","ACTINOPTERYGII","PERCIFORMES","LABRISOMIDAE","Cottoclinus","canops","McCosker, Stephens &amp; Rosenblatt, 2003",183258,2010,"DD","","Marine"
"Cottunculus brephocephalus","ACTINOPTERYGII","SCORPAENIFORMES","PSYCHROLUTIDAE","Cottunculus","brephocephalus","(Jordan &amp; Starks, 1903)",154776,2010,"DD","","Marine"
"Cottunculus konstantinovi","ACTINOPTERYGII","SCORPAENIFORMES","PSYCHROLUTIDAE","Cottunculus","konstantinovi","Myagkov, 1991",18237796,2014,"DD","","Marine"
"Cottus aleuticus","ACTINOPTERYGII","SCORPAENIFORMES","COTTIDAE","Cottus","aleuticus","Gilbert, 1896",202649,2013,"LC","","Marine"
"Cottus asper","ACTINOPTERYGII","SCORPAENIFORMES","COTTIDAE","Cottus","asper","Richardson, 1836",202650,2013,"LC","","Marine"
"Cottus bubalis","ACTINOPTERYGII","SCORPAENIFORMES","COTTIDAE","Cottus","bubalis","(Euphrasen, 1786)",198741,2014,"LC","","Marine"
"Cottus cataphractus","ACTINOPTERYGII","SCORPAENIFORMES","AGONIDAE","Cottus","cataphractus","(Linnaeus, 1758)",18227168,2014,"LC","","Marine"
"Cottus insidiator","ACTINOPTERYGII","SCORPAENIFORMES","PLATYCEPHALIDAE","Cottus","insidiator","(Linnaeus, 1758)",155105,2010,"DD","","Marine"
"Cottus lilljeborgii","ACTINOPTERYGII","SCORPAENIFORMES","COTTIDAE","Cottus","lilljeborgii","(Collett, 1875)",18237151,2014,"LC","","Marine"
"Cottus maculatus","ACTINOPTERYGII","SCORPAENIFORMES","COTTIDAE","Cottus","maculatus","(Euphrasen, 1786)",198741,2014,"LC","","Marine"
"Cottus madagascariensis","ACTINOPTERYGII","SCORPAENIFORMES","PLATYCEPHALIDAE","Cottus","madagascariensis","(Linnaeus, 1758)",155105,2010,"DD","","Marine"
"Cottus quadricornis","ACTINOPTERYGII","SCORPAENIFORMES","COTTIDAE","Cottus","quadricornis","(Linnaeus, 1758)",14214,2013,"LC","","Marine"
"Cotylis aethus","ACTINOPTERYGII","GOBIESOCIFORMES","GOBIESOCIDAE","Cotylis","aethus","(Briggs, 1951)",184028,2010,"VU","D2","Marine"
"Cotylis brachysoma","ACTINOPTERYGII","GOBIESOCIFORMES","GOBIESOCIDAE","Cotylis","brachysoma","Briggs, 1951",183448,2010,"LC","","Marine"
"Cotylis canidens","ACTINOPTERYGII","GOBIESOCIFORMES","GOBIESOCIDAE","Cotylis","canidens","(Briggs, 1951)",154639,2010,"VU","D2","Marine"
"Cotylis crassicorpus","ACTINOPTERYGII","GOBIESOCIFORMES","GOBIESOCIDAE","Cotylis","crassicorpus","(Briggs, 1951)",183299,2010,"DD","","Marine"
"Cotylis multitentaculum","ACTINOPTERYGII","GOBIESOCIFORMES","GOBIESOCIDAE","Cotylis","multitentaculum","(Briggs, 1951)",155210,2010,"DD","","Marine"
"Cotylis nigripinnis woodsi","ACTINOPTERYGII","GOBIESOCIFORMES","GOBIESOCIDAE","Cotylis","nigripinnis woodsi","(Schultz, 1944)",183880,2010,"VU","D2","Marine"
"Cotylis saxatilis","ACTINOPTERYGII","GOBIESOCIFORMES","GOBIESOCIDAE","Cotylis","saxatilis","Jordan &amp; Gilbert, 1882",183250,2010,"LC","","Marine"
"Cotylis woodsi","ACTINOPTERYGII","GOBIESOCIFORMES","GOBIESOCIDAE","Cotylis","woodsi","(Schultz, 1944)",183880,2010,"VU","D2","Marine"
